vOTU	VC	 prediction_PhaGCN	Host_Genus	lifeway	checkv_quality	miuvig_quality	completeness	vs_max_score	vs_max_score_group	hallmark	dvf_score	dvf_pvalue	Length	sample	project	country
vOTU7133	VC_2530_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.994777799	0.00613717	5683	SRR10159356	PRJNA562057	China
vOTU7134	Unclassified	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.553	dsDNAphage	0	NA	NA	5682	SRR5823598	PRJNA393632	Germany
vOTU7135	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.957015872	0.012784198	5681	SRR5823595	PRJNA393632	Germany
vOTU7136	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7	0.553	dsDNAphage	0	0.999723017	0.002266032	5681	"SRR10159355,SRR10159353,SRR10159352,SRR10159354,SRR10159350,SRR10159351"	PRJNA562057	China
vOTU7137	Unclassified	Peduoviridae	Unclassified	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.977799892	0.009555102	5681	"SRR5823600,SRR5823596,SRR5823603,SRR5823595,SRR5823597,SRR5823602,SRR5823601"	PRJNA393632	Germany
vOTU7138	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.99	0.86	dsDNAphage	0	NA	NA	5681	SRR5823596	PRJNA393632	Germany
vOTU7139	VC_2554_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.887	dsDNAphage	0	0.924288392	0.015956643	5680	"SRR10346359,SRR10346361,SRR10346360"	PRJNA579552	China
vOTU7140	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.93	0.893	dsDNAphage	1	NA	NA	5680	"SRR10346359,SRR10346360,SRR10346361"	PRJNA579552	China
vOTU7141	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.27	0.993	dsDNAphage	2	NA	NA	5680	"SRR17754575,SRR17754576"	PRJNA799794	China
vOTU7142	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.995405316	0.005986102	5679	SRR14026575	PRJNA714492	Switzerland
vOTU7143	VC_275_0	Drexlerviridae	Oceanimonas	virulent	Low-quality	Genome-fragment	13.24	0.993	dsDNAphage	3	NA	NA	5678	"SRR5877197,SRR6079912,SRR6049603"	PRJNA392834	China
vOTU7144	Unclassified	Anelloviridae_like	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.953281522	0.013275172	5678	SRR10341085	PRJNA579335	China
vOTU7145	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.49	0.98	dsDNAphage	2	NA	NA	5677	SRR5823595	PRJNA393632	Germany
vOTU7146	VC_2155_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.89	0.907	dsDNAphage	0	0.939378142	0.014842511	5677	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU7147	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.995156705	0.006023869	5677	SRR7012218	PRJNA450451	China
vOTU7148	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.980558157	0.009234081	5677	"SRR10159352,SRR10159350"	PRJNA562057	China
vOTU7149	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.97	0.56	dsDNAphage	0	0.927383125	0.015824458	5677	SRR17754575	PRJNA799794	China
vOTU7150	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.895	RNA	1	0.997502089	0.005004154	5676	SRR11450577	PRJNA616041	American
vOTU7151	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.22	0.82	dsDNAphage	0	0.995483518	0.005948334	5675	"SRR5823606,SRR5823598,SRR5823608,SRR5823613,SRR5823609"	PRJNA393632	Germany
vOTU7152	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.978958488	0.009422917	5675	"SRR5823608,SRR5823599,SRR5823609"	PRJNA393632	Germany
vOTU7153	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.41	0.98	dsDNAphage	1	NA	NA	5675	"SRR10159350,SRR10159352,SRR10159353"	PRJNA562057	China
vOTU7154	Unclassified	Adenoviridae	Unclassified	virulent	Low-quality	Genome-fragment	2.96	0.84	dsDNAphage	0	NA	NA	5675	"SRR10159350,SRR10159354,SRR10159353"	PRJNA562057	China
vOTU7155	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	5.48	1	dsDNAphage	1	NA	NA	5674	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU7156	Unclassified	Deejayvirinae	Unclassified	virulent	Low-quality	Genome-fragment	9.42	0.993	dsDNAphage	1	0.990815639	0.007251303	5674	"SRR5823605,SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7157	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.09	0.987	dsDNAphage	0	NA	NA	5674	SRR10159356	PRJNA562057	China
vOTU7158	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	10.17	0.987	dsDNAphage	2	NA	NA	5674	SRR17754576	PRJNA799794	China
vOTU7159	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.68	0.993	dsDNAphage	1	NA	NA	5673	SRR10346363	PRJNA579552	China
vOTU7160	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	13.14	0.74	dsDNAphage	0	0.902870059	0.017523982	5673	"SRR10159353,SRR10159355,SRR10159352,SRR10159350,SRR10159347"	PRJNA562057	China
vOTU7161	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	13.74	0.747	dsDNAphage	0	NA	NA	5673	"SRR5823600,SRR5823601"	PRJNA393632	Germany
vOTU7162	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.997738957	0.004815318	5672	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7163	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.06	0.98	dsDNAphage	2	NA	NA	5672	"SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU7164	VC_2555_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.963767171	0.011764484	5672	"SRR5823598,SRR5823603"	PRJNA393632	Germany
vOTU7165	VC_734_0	Herelleviridae	Unclassified	virulent	Low-quality	Genome-fragment	4.01	NA	NA	NA	0.999999762	0.00026437	5672	SRR1745835	PRJNA271842	India
vOTU7166	VC_1864_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.52	0.993	dsDNAphage	1	NA	NA	5671	SRR9313735	PRJNA531524	China
vOTU7167	VC_2505_0	unknown	Burkholderia	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.991670132	0.007043583	5671	"SRR5823608,SRR5823613"	PRJNA393632	Germany
vOTU7168	VC_2556_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.65	0.875	RNA	0	0.999999762	0.00026437	5671	"SRR5823605,SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7169	Unclassified	Dicistroviridae	Unclassified	virulent	Medium-quality	Genome-fragment	57.86	nan	RNA	1	NA	NA	5671	SRR11450579	PRJNA616041	American
vOTU7170	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.43	0.987	dsDNAphage	1	NA	NA	5669	"SRR5823595,SRR5823602"	PRJNA393632	Germany
vOTU7171	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	24.23	0.98	dsDNAphage	4	0.989642501	0.007515673	5669	SRR7012218	PRJNA450451	China
vOTU7172	Unclassified	Hendrixvirinae_like	Unclassified	virulent	Low-quality	Genome-fragment	12.09	0.993	dsDNAphage	3	NA	NA	5669	"SRR17754576,SRR17754575"	PRJNA799794	China
vOTU7173	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.773	dsDNAphage	0	NA	NA	5668	SRR10159351	PRJNA562057	China
vOTU7174	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.98	0.8	dsDNAphage	0	0.996034622	0.005778382	5668	SRR5823607	PRJNA393632	Germany
vOTU7175	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	14.73	0.98	dsDNAphage	1	0.99981451	0.002001662	5668	SRR7012213	PRJNA450451	China
vOTU7176	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	1.85	NA	NA	NA	0.980348229	0.009252965	5667	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7177	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.85	NA	NA	NA	0.907204866	0.017202961	5667	"SRR10346359,SRR10346361"	PRJNA579552	China
vOTU7178	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.43	0.987	ssDNA	0	0.97795856	0.009536219	5666	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU7179	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	3.89	0.82	dsDNAphage	0	0.915295064	0.016579802	5666	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU7180	VC_2068_0	Dolichocephalovirinae	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.793	dsDNAphage	0	NA	NA	5666	SRR5512143	PRJNA385547	China
vOTU7181	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.997778296	0.004815318	5666	"SRR5512132,SRR5512140"	PRJNA385547	China
vOTU7182	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.02	0.773	dsDNAphage	0	0.964498281	0.011670066	5666	"SRR12550822,SRR12550821,SRR12550823"	PRJNA632564	China
vOTU7183	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.54	1	dsDNAphage	3	0.999999642	0.00026437	5665	SRR6049602	PRJNA392834	China
vOTU7184	VC_1838_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.96	dsDNAphage	2	NA	NA	5665	SRR7012214	PRJNA450451	China
vOTU7185	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.93	0.987	dsDNAphage	2	0.999874711	0.001775059	5665	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU7186	Unclassified	Anelloviridae_like	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.967289925	0.011349044	5665	SRR5823607	PRJNA393632	Germany
vOTU7187	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.515	RNA	0	NA	NA	5665	"SRR5823600,SRR5823595,SRR5823597"	PRJNA393632	Germany
vOTU7188	VC_2424_0	unknown	Unclassified	temperate	Low-quality	Genome-fragment	4.61	0.893	dsDNAphage	0	0.999156237	0.003342397	5664	"SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU7189	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.942940533	0.014445955	5664	"SRR5823602,SRR5823600,SRR5823595"	PRJNA393632	Germany
vOTU7190	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.980780482	0.009196314	5663	SRR5823604	PRJNA393632	Germany
vOTU7191	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	95.47	1	RNA	1	NA	NA	5663	SRR11450579	PRJNA616041	American
vOTU7192	VC_2308_0	Inoviridae	Aeromonas	virulent	Medium-quality	Genome-fragment	61.01	0.773	dsDNAphage	0	NA	NA	5663	SRR6049603	PRJNA392834	China
vOTU7193	Unclassified	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.960206985	0.012368759	5663	SRR5823600	PRJNA393632	Germany
vOTU7194	VC_1831_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.989917755	0.007440139	5662	"SRR17754575,SRR17754576"	PRJNA799794	China
vOTU7195	VC_1934_0	Korravirus	Unclassified	virulent	Not-determined	Genome-fragment	NA	1	dsDNAphage	0	0.99974072	0.002247149	5662	"SRR12550845,SRR12550817,SRR12550819,SRR12550818,SRR12550829,SRR12550843,SRR12550840"	PRJNA632564	China
vOTU7196	Unclassified	unknown	Lachnoclostridium	virulent	Low-quality	Genome-fragment	12.82	0.96	dsDNAphage	0	NA	NA	5661	SRR17754576	PRJNA799794	China
vOTU7197	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	1.87	0.747	dsDNAphage	0	NA	NA	5660	"SRR10159350,SRR10159355,SRR10159353"	PRJNA562057	China
vOTU7198	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.93	1	dsDNAphage	1	NA	NA	5660	SRR10341085	PRJNA579335	China
vOTU7199	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.86	dsDNAphage	0	NA	NA	5660	"SRR5259938,SRR5260071,SRR5260067,SRR5259939,SRR5260072"	"PRJNA370745,PRJNA370749,PRJNA370748,PRJNA370746,PRJNA370750"	American
vOTU7200	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.967	dsDNAphage	0	0.947974861	0.013917214	5659	SRR5512143	PRJNA385547	China
vOTU7201	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.19	nan	dsDNAphage	1	0.98643899	0.00823325	5658	"SRR5823601,SRR5823602"	PRJNA393632	Germany
vOTU7202	Unclassified	Gracegardnervirinae	Unclassified	virulent	Low-quality	Genome-fragment	7.69	0.787	dsDNAphage	0	0.977946818	0.009536219	5657	SRR7012218	PRJNA450451	China
vOTU7203	Unclassified	Peduoviridae	Enterobacter	virulent	Low-quality	Genome-fragment	18.58	0.993	dsDNAphage	4	NA	NA	5657	"SRR6325799,SRR5877197"	PRJNA392834	China
vOTU7204	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.827	dsDNAphage	0	0.996724665	0.005419594	5657	"SRR1190308,SRR1190306"	PRJNA240951	China
vOTU7205	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.21	0.993	dsDNAphage	1	NA	NA	5656	SRR12550822	PRJNA632564	China
vOTU7206	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.959258437	0.012482061	5656	SRR5823600	PRJNA393632	Germany
vOTU7207	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.01	0.853	dsDNAphage	1	NA	NA	5656	SRR5823600	PRJNA393632	Germany
vOTU7208	Unclassified	Salasmaviridae	Unclassified	virulent	Low-quality	Genome-fragment	24.26	0.9	dsDNAphage	1	0.999963522	0.001057482	5655	SRR5823604	PRJNA393632	Germany
vOTU7209	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.16	0.567	dsDNAphage	0	NA	NA	5655	SRR10159352	PRJNA562057	China
vOTU7210	VC_2486_0	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	79.22	1	RNA	1	NA	NA	5655	SRR11450579	PRJNA616041	American
vOTU7211	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.573	dsDNAphage	0	NA	NA	5655	DRR012576	PRJNA202273	Japan
vOTU7212	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.999617875	0.002587053	5654	SRR5823607	PRJNA393632	Germany
vOTU7213	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	1.04	NA	NA	NA	0.99930799	0.003096911	5654	"SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU7214	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.32	0.8	dsDNAphage	0	NA	NA	5653	SRR11450587	PRJNA616041	American
vOTU7215	VC_2498_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.11	0.947	dsDNAphage	1	0.993385971	0.006647028	5652	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU7216	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	10.03	0.647	dsDNAphage	0	NA	NA	5651	SRR6325481	PRJNA392834	China
vOTU7217	VC_2249_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.84	dsDNAphage	0	NA	NA	5650	"SRR10159350,SRR10159352"	PRJNA562057	China
vOTU7218	VC_1471_0	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.957687497	0.01268978	5650	"SRR5260273,SRR5260274"	"PRJNA370763,PRJNA370766"	American
vOTU7219	Unclassified	Sepvirinae	Aeromonas	virulent	Low-quality	Genome-fragment	9.41	0.667	dsDNAphage	0	0.924703836	0.015918876	5650	SRR5877196	PRJNA392834	China
vOTU7220	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	1.11	0.6	dsDNAphage	0	NA	NA	5648	SRR5823597	PRJNA393632	Germany
vOTU7221	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.999873281	0.001775059	5648	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7222	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.9201684	0.016334315	5648	"SRR5823600,SRR5823598,SRR5823601"	PRJNA393632	Germany
vOTU7223	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.753	dsDNAphage	0	0.945533037	0.014143818	5647	SRR10159352	PRJNA562057	China
vOTU7224	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.62	0.993	dsDNAphage	2	NA	NA	5647	"SRR10159355,SRR10159352,SRR10159353,SRR10159350"	PRJNA562057	China
vOTU7225	Unclassified	Gracegardnervirinae	Unclassified	virulent	Low-quality	Genome-fragment	4.81	0.9	dsDNAphage	0	NA	NA	5646	SRR6325481	PRJNA392834	China
vOTU7226	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	1.49	0.88	dsDNAphage	0	0.998507321	0.004229927	5645	SRR5823607	PRJNA393632	Germany
vOTU7227	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	13.02	1	dsDNAphage	3	NA	NA	5645	SRR7012218	PRJNA450451	China
vOTU7228	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	1	dsDNAphage	2	NA	NA	5645	SRR5823605	PRJNA393632	Germany
vOTU7229	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.933	dsDNAphage	0	NA	NA	5645	SRR5823596	PRJNA393632	Germany
vOTU7230	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.97	NA	NA	NA	1	0	5644	"SRR5823598,SRR5823603,SRR5823597,SRR5823602,SRR5823600,SRR5823596"	PRJNA393632	Germany
vOTU7231	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.787	dsDNAphage	0	0.999983788	0.000830878	5644	"SRR5823598,SRR5823612,SRR5823601,SRR5823610,SRR5823595,SRR5823613,SRR5823602,SRR5823597,SRR5823599,SRR5823600,SRR5823603,SRR5823609,SRR5823606,SRR5823596"	PRJNA393632	Germany
vOTU7232	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.32	0.993	dsDNAphage	1	0.993996024	0.006439308	5642	"SRR12550840,SRR12550817,SRR12550818,SRR12550819,SRR12550829"	PRJNA632564	China
vOTU7233	VC_2430_0	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.999747753	0.002228265	5641	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU7234	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.71	0.5	dsDNAphage	0	0.994389653	0.006250472	5641	"SRR14660890,SRR14660889,SRR14660885,SRR14660886"	PRJNA732820	China
vOTU7235	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.607	dsDNAphage	0	NA	NA	5641	"SRR10159353,SRR10159347,SRR10159349"	PRJNA562057	China
vOTU7236	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.967	dsDNAphage	1	NA	NA	5641	"SRR10346360,SRR10346359"	PRJNA579552	China
vOTU7237	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.97694838	0.009668404	5639	SRR5823607	PRJNA393632	Germany
vOTU7238	VC_1750_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.31	1	dsDNAphage	3	0.990657747	0.007251303	5639	SRR10159350	PRJNA562057	China
vOTU7239	VC_2401_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.26	0.987	dsDNAphage	3	NA	NA	5639	"SRR12550823,SRR12550821,SRR12550824,SRR12550822,SRR12550845,SRR12550820,SRR12550842,SRR12550844"	PRJNA632564	China
vOTU7240	VC_2369_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.44	1	dsDNAphage	1	NA	NA	5638	SRR6325481	PRJNA392834	China
vOTU7241	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.993048429	0.006741446	5638	"SRR5823596,SRR5823597,SRR5823610"	PRJNA393632	Germany
vOTU7242	Unclassified	Obolenskvirus	Allochromatium	virulent	Low-quality	Genome-fragment	13.17	0.973	dsDNAphage	2	NA	NA	5637	SRR5512135	PRJNA385547	China
vOTU7243	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.987885952	0.007855578	5637	SRR10159347	PRJNA562057	China
vOTU7244	VC_2558_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	0.45	NA	NA	NA	0.936735868	0.014974696	5636	SRR5823597	PRJNA393632	Germany
vOTU7245	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.6	0.887	ssDNA	0	0.989204049	0.007572324	5635	"SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU7246	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.970909238	0.010669235	5634	"SRR5823605,SRR5823609,SRR5823599,SRR5823612"	PRJNA393632	Germany
vOTU7247	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.59	0.987	dsDNAphage	0	0.967411041	0.011292394	5633	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7248	VC_2559_0	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	89.83	0.995	RNA	1	NA	NA	5633	SRR11450579	PRJNA616041	American
vOTU7249	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.79	0.947	dsDNAphage	0	0.981303096	0.00912078	5633	SRR5512138	PRJNA385547	China
vOTU7250	VC_864_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	13.85	0.727	dsDNAphage	0	NA	NA	5632	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7251	VC_2560_0	Parvoviridae_like	Unclassified	virulent	Low-quality	Genome-fragment	1.59	NA	NA	NA	0.974528015	0.009989425	5632	"SRR10346359,SRR10346363,SRR1190336,SRR10346361"	"PRJNA579552,PRJNA240951"	China
vOTU7252	Unclassified	Mesyanzhinovviridae	Unclassified	virulent	Low-quality	Genome-fragment	8.96	0.987	dsDNAphage	3	0.999896526	0.001661757	5632	"SRR12550823,SRR12550822,SRR12550820"	PRJNA632564	China
vOTU7253	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.02	0.987	dsDNAphage	0	NA	NA	5629	SRR6325481	PRJNA392834	China
vOTU7254	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.81	0.86	dsDNAphage	0	NA	NA	5629	SRR5512133	PRJNA385547	China
vOTU7255	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.8	0.987	dsDNAphage	1	NA	NA	5629	"SRR12550840,SRR12550829,SRR12550818,SRR12550817,SRR12550819"	PRJNA632564	China
vOTU7256	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.58	dsDNAphage	0	NA	NA	5629	"SRR5823602,SRR5823597,SRR5823595,SRR5823596,SRR5823600,SRR5823613"	PRJNA393632	Germany
vOTU7257	Unclassified	Bronfenbrennervirinae	Unclassified	virulent	Low-quality	Genome-fragment	12.89	0.647	dsDNAphage	0	0.996995568	0.005306292	5628	SRR10159350	PRJNA562057	China
vOTU7258	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.31	0.535	RNA	0	0.982950687	0.008875293	5628	SRR14660891	PRJNA732820	China
vOTU7259	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.967	dsDNAphage	0	NA	NA	5627	"SRR10346363,SRR14660895"	"PRJNA579552,PRJNA732820"	China
vOTU7260	VC_2453_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.961958528	0.012085505	5627	"SRR5823608,SRR5823600,SRR5823612,SRR5823606,SRR5823609"	PRJNA393632	Germany
vOTU7261	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.987409055	0.00796888	5627	"SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU7262	VC_2551_0	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.998936236	0.003720069	5627	SRR17754575	PRJNA799794	China
vOTU7263	VC_1872_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.99	0.98	dsDNAphage	1	NA	NA	5625	SRR5823595	PRJNA393632	Germany
vOTU7264	Unclassified	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.78	dsDNAphage	0	0.957486033	0.012746431	5625	SRR5823601	PRJNA393632	Germany
vOTU7265	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.14	0.607	dsDNAphage	0	NA	NA	5625	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU7266	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.83	0.953	dsDNAphage	1	NA	NA	5625	SRR17754576	PRJNA799794	China
vOTU7267	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.94	dsDNAphage	0	0.986466885	0.00823325	5624	SRR5823595	PRJNA393632	Germany
vOTU7268	Unclassified	Hendrixvirinae	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.793	dsDNAphage	0	NA	NA	5624	SRR6079912	PRJNA392834	China
vOTU7269	Unclassified	Dolichocephalovirinae_like	Unclassified	virulent	Low-quality	Genome-fragment	12.42	1	dsDNAphage	2	NA	NA	5624	SRR5823601	PRJNA393632	Germany
vOTU7270	VC_1471_0	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.952444911	0.013350706	5623	SRR10159348	PRJNA562057	China
vOTU7271	VC_2531_0	unknown	Unclassified	virulent	High-quality	High-quality	95.14	1	RNA	1	NA	NA	5623	SRR11450580	PRJNA616041	American
vOTU7272	VC_2527_0	unknown	Unclassified	virulent	High-quality	High-quality	94.8	0.88	RNA	0	NA	NA	5623	SRR11450585	PRJNA616041	American
vOTU7273	Unclassified	unknown	Bacillus	virulent	Low-quality	Genome-fragment	3.21	0.993	dsDNAphage	1	0.951939583	0.013407357	5622	SRR5823604	PRJNA393632	Germany
vOTU7274	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.14	0.973	dsDNAphage	1	0.991400301	0.007119118	5622	SRR5512139	PRJNA385547	China
